time,open,high,low,close,Buy Signal,Sell Signal,SMA,Buy Signal,Sell Signal,SMA,Buy Signal,Sell Signal,SMA,Buy Signal,Sell Signal,SMA
1724990460,0.0000076788,0.0000076818,0.0000076751,0.0000076782,0,0,0.00000767608600000001,0,0,0.00000767608600000001,0,0,0.00000767608600000001,0,0,0.00000767608600000001
1724990520,0.0000076782,0.0000076842,0.0000076759,0.0000076842,0,0,0.000007676536000000009,0,0,0.000007676536000000009,0,0,0.000007676536000000009,0,0,0.000007676536000000009
1724990580,0.0000076842,0.0000076983,0.0000076842,0.0000076968,0,0,0.000007677110000000009,0,0,0.000007677110000000009,0,0,0.000007677110000000009,0,0,0.000007677110000000009
1724990640,0.0000076968,0.0000077002,0.0000076904,0.0000076909,0,0,0.000007677660000000008,0,0,0.000007677660000000008,0,0,0.000007677660000000008,0,0,0.000007677660000000008
1724990700,0.0000076909,0.0000076945,0.0000076887,0.0000076901,0,0,0.000007677946000000009,0,0,0.000007677946000000009,0,0,0.000007677946000000009,0,0,0.000007677946000000009
1724990760,0.0000076901,0.0000076914,0.0000076854,0.0000076914,0,0,0.00000767812800000001,0,0,0.00000767812800000001,0,0,0.00000767812800000001,0,0,0.00000767812800000001
1724990820,0.0000076914,0.0000076914,0.0000076808,0.0000076893,0,0,0.00000767833400000001,0,0,0.00000767833400000001,0,0,0.00000767833400000001,0,0,0.00000767833400000001
1724990880,0.0000076893,0.000007691,0.0000076881,0.000007691,0,0,0.00000767874400000001,0,0,0.00000767874400000001,0,0,0.00000767874400000001,0,0,0.00000767874400000001
1724990940,0.000007691,0.000007691,0.0000076837,0.0000076864,0,0,0.00000767918200000001,0,0,0.00000767918200000001,0,0,0.00000767918200000001,0,0,0.00000767918200000001
1724991000,0.0000076864,0.0000076864,0.0000076759,0.0000076779,0,0,0.00000767911000000001,0,0,0.00000767911000000001,0,0,0.00000767911000000001,0,0,0.00000767911000000001
1724991060,0.0000076779,0.0000076911,0.0000076779,0.0000076911,0,0,0.00000767934600000001,0,0,0.00000767934600000001,0,0,0.00000767934600000001,0,0,0.00000767934600000001
1724991120,0.0000076911,0.0000076957,0.0000076911,0.0000076926,0,0,0.00000767968400000001,0,0,0.00000767968400000001,0,0,0.00000767968400000001,0,0,0.00000767968400000001
1724991180,0.0000076926,0.0000077017,0.0000076926,0.0000077017,0,0,0.00000768041200000001,0,0,0.00000768041200000001,0,0,0.00000768041200000001,0,0,0.00000768041200000001
1724991240,0.0000077017,0.0000077048,0.0000076987,0.0000076992,0,0,0.000007681124000000011,0,0,0.000007681124000000011,0,0,0.000007681124000000011,0,0,0.000007681124000000011
1724991300,0.0000076992,0.0000077053,0.0000076992,0.0000077041,0,0,0.000007681700000000012,0,0,0.000007681700000000012,0,0,0.000007681700000000012,0,0,0.000007681700000000012
1724991360,0.0000077041,0.000007709,0.0000076999,0.000007709,0,0,0.000007682486000000012,0,0,0.000007682486000000012,0,0,0.000007682486000000012,0,0,0.000007682486000000012
1724991420,0.000007709,0.0000077195,0.0000077054,0.0000077173,0,0,0.00000768335000000001,0,0,0.00000768335000000001,0,0,0.00000768335000000001,0,0,0.00000768335000000001
1724991480,0.0000077173,0.0000077226,0.0000077141,0.0000077141,0,0,0.000007684090000000011,0,0,0.000007684090000000011,0,0,0.000007684090000000011,0,0,0.000007684090000000011
1724991540,0.0000077141,0.0000077217,0.0000077141,0.0000077206,0,0,0.000007685012000000011,0,0,0.000007685012000000011,0,0,0.000007685012000000011,0,0,0.000007685012000000011
1724991600,0.0000077206,0.000007724,0.0000077114,0.0000077213,0,0,0.000007685998000000012,0,0,0.000007685998000000012,0,0,0.000007685998000000012,0,0,0.000007685998000000012
1724991660,0.0000077213,0.0000077225,0.0000077169,0.0000077206,0,0,0.000007687102000000012,0,0,0.000007687102000000012,0,0,0.000007687102000000012,0,0,0.000007687102000000012
1724991720,0.0000077206,0.0000077209,0.0000077172,0.0000077174,0,0,0.000007688038000000012,0,0,0.000007688038000000012,0,0,0.000007688038000000012,0,0,0.000007688038000000012
1724991780,0.0000077174,0.00000772,0.000007712,0.0000077127,0,0,0.000007688828000000012,0,0,0.000007688828000000012,0,0,0.000007688828000000012,0,0,0.000007688828000000012
1724991840,0.0000077127,0.0000077183,0.0000077115,0.0000077116,0,0,0.000007689728000000012,0,0,0.000007689728000000012,0,0,0.000007689728000000012,0,0,0.000007689728000000012
1724991900,0.0000077116,0.0000077126,0.0000076974,0.0000076974,0,0,0.00000769026000000001,0,0,0.00000769026000000001,0,0,0.00000769026000000001,0,0,0.00000769026000000001
1724991960,0.0000076974,0.0000076997,0.0000076974,0.0000076988,0,0,0.000007690750000000011,0,0,0.000007690750000000011,0,0,0.000007690750000000011,0,0,0.000007690750000000011
1724992020,0.0000076988,0.0000077009,0.0000076953,0.0000076958,0,0,0.000007691152000000012,0,0,0.000007691152000000012,0,0,0.000007691152000000012,0,0,0.000007691152000000012
1724992080,0.0000076958,0.0000077,0.0000076917,0.0000076964,0,0,0.00000769160400000001,0,0,0.00000769160400000001,0,0,0.00000769160400000001,0,0,0.00000769160400000001
1724992140,0.0000076964,0.0000076981,0.0000076892,0.0000076892,0,0,0.000007692084000000012,0,0,0.000007692084000000012,0,0,0.000007692084000000012,0,0,0.000007692084000000012
1724992200,0.0000076892,0.0000076934,0.0000076867,0.0000076894,0,0,0.000007692484000000011,0,0,0.000007692484000000011,0,0,0.000007692484000000011,0,0,0.000007692484000000011
1724992260,0.0000076894,0.00000769,0.0000076853,0.0000076898,0,0,0.000007692988000000011,0,0,0.000007692988000000011,0,0,0.000007692988000000011,0,0,0.000007692988000000011
1724992320,0.0000076898,0.0000076958,0.0000076869,0.0000076958,0,0,0.000007693476000000011,0,0,0.000007693476000000011,0,0,0.000007693476000000011,0,0,0.000007693476000000011
1724992380,0.0000076958,0.0000077103,0.0000076903,0.0000077091,0,0,0.00000769421000000001,0,0,0.00000769421000000001,0,0,0.00000769421000000001,0,0,0.00000769421000000001
1724992440,0.0000077091,0.0000077227,0.0000077091,0.0000077227,0,0,0.00000769518400000001,0,0,0.00000769518400000001,0,0,0.00000769518400000001,0,0,0.00000769518400000001
1724992500,0.0000077227,0.0000077227,0.0000077077,0.0000077123,0,0,0.00000769566600000001,0,0,0.00000769566600000001,0,0,0.00000769566600000001,0,0,0.00000769566600000001
1724992560,0.0000077123,0.0000077169,0.0000077073,0.0000077169,0,0,0.000007696286000000011,0,0,0.000007696286000000011,0,0,0.000007696286000000011,0,0,0.000007696286000000011
1724992620,0.0000077169,0.0000077169,0.0000077071,0.0000077077,0,0,0.00000769664200000001,0,0,0.00000769664200000001,0,0,0.00000769664200000001,0,0,0.00000769664200000001
1724992680,0.0000077077,0.000007715,0.0000077077,0.000007715,0,0,0.000007697140000000009,0,0,0.000007697140000000009,0,0,0.000007697140000000009,0,0,0.000007697140000000009
1724992740,0.000007715,0.000007715,0.0000077097,0.0000077123,0,0,0.00000769747200000001,0,0,0.00000769747200000001,0,0,0.00000769747200000001,0,0,0.00000769747200000001
1724992800,0.0000077123,0.0000077148,0.0000077085,0.0000077134,0,0,0.000007698004000000011,0,0,0.000007698004000000011,0,0,0.000007698004000000011,0,0,0.000007698004000000011
1724992860,0.0000077134,0.0000077134,0.0000077035,0.0000077035,0,0,0.00000769830600000001,0,0,0.00000769830600000001,0,0,0.00000769830600000001,0,0,0.00000769830600000001
1724992920,0.0000077035,0.0000077035,0.000007695,0.0000077007,0,0,0.00000769853400000001,0,0,0.00000769853400000001,0,0,0.00000769853400000001,0,0,0.00000769853400000001
1724992980,0.0000077007,0.0000077016,0.0000076987,0.0000077005,0,0,0.000007698822000000012,0,0,0.000007698822000000012,0,0,0.000007698822000000012,0,0,0.000007698822000000012
1724993040,0.0000077005,0.0000077066,0.0000077005,0.0000077066,0,0,0.000007699210000000012,0,0,0.000007699210000000012,0,0,0.000007699210000000012,0,0,0.000007699210000000012
1724993100,0.0000077066,0.0000077086,0.0000076921,0.0000076948,0,0,0.000007699384000000013,0,0,0.000007699384000000013,0,0,0.000007699384000000013,0,0,0.000007699384000000013
1724993160,0.0000076948,0.0000076951,0.0000076904,0.0000076916,0,0,0.000007699598000000011,0,0,0.000007699598000000011,0,0,0.000007699598000000011,0,0,0.000007699598000000011
1724993220,0.0000076916,0.0000076934,0.0000076893,0.0000076918,0,0,0.000007699906000000012,0,0,0.000007699906000000012,0,0,0.000007699906000000012,0,0,0.000007699906000000012
1724993280,0.0000076918,0.0000076964,0.0000076918,0.0000076925,0,0,0.000007700116000000013,0,0,0.000007700116000000013,0,0,0.000007700116000000013,0,0,0.000007700116000000013
1724993340,0.0000076925,0.000007702,0.0000076925,0.0000077003,0,0,0.000007700652000000013,0,0,0.000007700652000000013,0,0,0.000007700652000000013,0,0,0.000007700652000000013
1724993400,0.0000077003,0.0000077043,0.0000076951,0.0000077043,0,0,0.000007701162000000011,0,0,0.000007701162000000011,0,0,0.000007701162000000011,0,0,0.000007701162000000011
1724993460,0.0000077043,0.0000077054,0.0000076985,0.0000077041,0,0,0.000007701680000000013,0,0,0.000007701680000000013,0,0,0.000007701680000000013,0,0,0.000007701680000000013
1724993520,0.0000077041,0.0000077058,0.0000077015,0.0000077015,0,0,0.000007702026000000013,0,0,0.000007702026000000013,0,0,0.000007702026000000013,0,0,0.000007702026000000013
1724993580,0.0000077015,0.000007702,0.000007701,0.000007702,0,0,0.000007702130000000014,0,0,0.000007702130000000014,0,0,0.000007702130000000014,0,0,0.000007702130000000014
1724993640,0.000007702,0.0000077034,0.000007701,0.0000077011,0,0,0.000007702334000000014,0,0,0.000007702334000000014,0,0,0.000007702334000000014,0,0,0.000007702334000000014
1724993700,0.0000077011,0.0000077033,0.0000076995,0.0000077033,0,0,0.000007702598000000015,0,0,0.000007702598000000015,0,0,0.000007702598000000015,0,0,0.000007702598000000015
1724993760,0.0000077033,0.0000077055,0.0000076995,0.0000076995,0,0,0.000007702760000000014,0,0,0.000007702760000000014,0,0,0.000007702760000000014,0,0,0.000007702760000000014
1724993820,0.0000076995,0.0000076995,0.0000076928,0.0000076943,0,0,0.000007702860000000013,0,0,0.000007702860000000013,0,0,0.000007702860000000013,0,0,0.000007702860000000013
1724993880,0.0000076943,0.0000076943,0.0000076893,0.0000076932,0,0,0.000007702904000000015,0,0,0.000007702904000000015,0,0,0.000007702904000000015,0,0,0.000007702904000000015
1724993940,0.0000076932,0.0000076932,0.0000076867,0.000007689,0,0,0.000007702956000000014,0,0,0.000007702956000000014,0,0,0.000007702956000000014,0,0,0.000007702956000000014
1724994000,0.000007689,0.0000076914,0.0000076814,0.0000076814,0,0,0.000007703026000000015,0,0,0.000007703026000000015,0,0,0.000007703026000000015,0,0,0.000007703026000000015
1724994060,0.0000076814,0.000007685,0.0000076787,0.0000076836,0,0,0.000007702876000000015,0,0,0.000007702876000000015,0,0,0.000007702876000000015,0,0,0.000007702876000000015
1724994120,0.0000076836,0.0000076836,0.0000076804,0.0000076834,0,0,0.000007702692000000015,0,0,0.000007702692000000015,0,0,0.000007702692000000015,0,0,0.000007702692000000015
1724994180,0.0000076834,0.0000076904,0.0000076811,0.0000076811,0,0,0.000007702280000000015,0,0,0.000007702280000000015,0,0,0.000007702280000000015,0,0,0.000007702280000000015
1724994240,0.0000076811,0.0000076827,0.0000076794,0.0000076826,0,0,0.000007701948000000015,0,0,0.000007701948000000015,0,0,0.000007701948000000015,0,0,0.000007701948000000015
1724994300,0.0000076826,0.0000076842,0.0000076676,0.0000076706,0,0,0.000007701278000000015,0,0,0.000007701278000000015,0,0,0.000007701278000000015,0,0,0.000007701278000000015
1724994360,0.0000076706,0.0000076738,0.0000076676,0.0000076722,0,0,0.000007700542000000014,0,0,0.000007700542000000014,0,0,0.000007700542000000014,0,0,0.000007700542000000014
1724994420,0.0000076722,0.0000076763,0.0000076705,0.0000076705,0,0,0.000007699606000000015,0,0,0.000007699606000000015,0,0,0.000007699606000000015,0,0,0.000007699606000000015
1724994480,0.0000076705,0.0000076784,0.00000767,0.00000767,0,0,0.000007698724000000014,0,0,0.000007698724000000014,0,0,0.000007698724000000014,0,0,0.000007698724000000014
1724994540,0.00000767,0.00000767,0.0000076571,0.000007658,0,0,0.000007697472000000014,0,0,0.000007697472000000014,0,0,0.000007697472000000014,0,0,0.000007697472000000014
1724994600,0.000007658,0.0000076607,0.000007658,0.0000076594,0,0,0.000007696234000000014,0,0,0.000007696234000000014,0,0,0.000007696234000000014,0,0,0.000007696234000000014
1724994660,0.0000076594,0.0000076594,0.0000076507,0.0000076529,0,0,0.000007694880000000014,0,0,0.000007694880000000014,0,0,0.000007694880000000014,0,0,0.000007694880000000014
1724994720,0.0000076529,0.0000076531,0.0000076459,0.0000076489,0,0,0.000007693510000000013,0,0,0.000007693510000000013,0,0,0.000007693510000000013,0,0,0.000007693510000000013
1724994780,0.0000076489,0.0000076496,0.0000076345,0.0000076387,0,0,0.000007692030000000012,0,0,0.000007692030000000012,0,0,0.000007692030000000012,0,0,0.000007692030000000012
1724994840,0.0000076387,0.000007645,0.0000076264,0.0000076415,0,0,0.000007690628000000012,0,0,0.000007690628000000012,0,0,0.000007690628000000012,0,0,0.000007690628000000012
1724994900,0.0000076415,0.0000076421,0.0000076345,0.000007637,0,0,0.000007689420000000011,0,0,0.000007689420000000011,0,0,0.000007689420000000011,0,0,0.000007689420000000011
1724994960,0.000007637,0.000007637,0.0000076075,0.0000076127,0,0,0.000007687698000000012,0,0,0.000007687698000000012,0,0,0.000007687698000000012,0,0,0.000007687698000000012
1724995020,0.0000076127,0.0000076312,0.0000076127,0.0000076312,0,0,0.000007686405999999998,0,0,0.000007686405999999998,0,0,0.000007686405999999998,0,0,0.000007686405999999998
1724995080,0.0000076312,0.0000076538,0.0000076312,0.0000076424,0,0,0.000007685325999999999,0,0,0.000007685325999999999,0,0,0.000007685325999999999,0,0,0.000007685325999999999
1724995140,0.0000076424,0.0000076424,0.0000076302,0.0000076373,0,0,0.000007684287999999997,0,0,0.000007684287999999997,0,0,0.000007684287999999997,0,0,0.000007684287999999997
1724995200,0.0000076373,0.0000076576,0.0000076372,0.0000076547,0,0,0.000007683593999999997,0,0,0.000007683593999999997,0,0,0.000007683593999999997,0,0,0.000007683593999999997
1724995260,0.0000076547,0.0000076602,0.0000076396,0.0000076418,0,1,0.000007682633999999998,0,1,0.000007682633999999998,0,1,0.000007682633999999998,0,1,0.000007682633999999998
1724995320,0.0000076418,0.0000076493,0.0000076376,0.0000076391,0,0,0.000007681499999999998,0,0,0.000007681499999999998,0,0,0.000007681499999999998,0,0,0.000007681499999999998
1724995380,0.0000076391,0.0000076417,0.0000076318,0.0000076342,0,0,0.000007680001999999996,0,0,0.000007680001999999996,0,0,0.000007680001999999996,0,0,0.000007680001999999996
1724995440,0.0000076342,0.0000076411,0.000007633,0.0000076359,0,0,0.000007678265999999998,0,0,0.000007678265999999998,0,0,0.000007678265999999998,0,0,0.000007678265999999998
1724995500,0.0000076359,0.0000076564,0.0000076319,0.0000076545,0,0,0.000007677109999999997,0,0,0.000007677109999999997,0,0,0.000007677109999999997,0,0,0.000007677109999999997
1724995560,0.0000076545,0.0000076545,0.000007636,0.0000076399,0,0,0.000007675569999999996,0,0,0.000007675569999999996,0,0,0.000007675569999999996,0,0,0.000007675569999999996
1724995620,0.0000076399,0.0000076399,0.0000076305,0.0000076305,0,0,0.000007674025999999997,0,0,0.000007674025999999997,0,0,0.000007674025999999997,0,0,0.000007674025999999997
1724995680,0.0000076305,0.0000076373,0.0000076302,0.0000076318,0,0,0.000007672361999999997,0,0,0.000007672361999999997,0,0,0.000007672361999999997,0,0,0.000007672361999999997
1724995740,0.0000076318,0.0000076342,0.0000076299,0.000007631,0,0,0.000007670735999999996,0,0,0.000007670735999999996,0,0,0.000007670735999999996,0,0,0.000007670735999999996
1724995800,0.000007631,0.0000076329,0.0000076279,0.0000076329,0,0,0.000007669125999999997,0,0,0.000007669125999999997,0,0,0.000007669125999999997,0,0,0.000007669125999999997
1724995860,0.0000076329,0.0000076461,0.000007631,0.0000076444,0,0,0.000007667943999999997,0,0,0.000007667943999999997,0,0,0.000007667943999999997,0,0,0.000007667943999999997
1724995920,0.0000076444,0.0000076613,0.0000076444,0.0000076477,0,0,0.000007666883999999997,0,0,0.000007666883999999997,0,0,0.000007666883999999997,0,0,0.000007666883999999997
1724995980,0.0000076477,0.0000076556,0.0000076477,0.0000076519,0,0,0.000007665911999999997,0,0,0.000007665911999999997,0,0,0.000007665911999999997,0,0,0.000007665911999999997
1724996040,0.0000076519,0.0000076557,0.0000076494,0.0000076557,0,0,0.000007664893999999999,0,0,0.000007664893999999999,0,0,0.000007664893999999999,0,0,0.000007664893999999999
